id,text,true_label,prediction,confidence,explanation
500364250461003777,"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson.",1,1,0.9906138181686401,"该推文被判定为谣言，主要依据如下：

1. **情绪化与绝对性表述**：推文使用全大写“KNEW NOTHING”和“was allowed to escape”等煽动性词汇，缺乏客观证据支持，旨在激发愤怒情绪而非传递事实。

2. **与相似谣言样本高度一致**：该推文内容与相似度高达0.791的谣言样本（#Ferguson police chief says officer Darren Wilson didn't know #MikeBrown was a robbery suspect）在核心指控上完全吻合，均声称威尔逊对抢劫不知情，而这一说法已被官方调查推翻。

3. **缺乏可靠来源**：推文未引用任何官方报告或司法结论，仅通过主观总结方式呈现未经证实的“事实”，符合谣言典型的“简化-煽动-无依据”特征。"
500277808883830784,"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown.",1,1,0.5181314945220947,根据相似样本参考，这条推文与已被标注为谣言的样本高度相似（相似度超过0.86），均使用“BREAKING”等夸张标题式表述，且包含未经官方确认的具体细节（如“unarmed teen”）。这种情绪化、缺乏事实核实的表述方式符合谣言特征，因此判定为谣言。
500360889347096576,so ... they clearly released that video  only to shame &amp; blame the victim. #Ferguson #MikeBrown,1,1,0.6830804944038391,"该推文使用了绝对化表述（""clearly""）并直接对视频发布动机进行主观归因（""only to shame & blame the victim""），缺乏任何事实依据或证据支撑，属于典型的情绪化指控。这与相似度较高的谣言样本（如第一条推文）特征一致，均通过煽动性语言和阴谋论叙事将官方行为曲解为恶意操作，符合谣言的语言特征。"
499553593041903616,BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson,1,0,0.726412296295166,该推文被判定为非谣言，主要基于以下依据：首先，内容与相似样本中的非谣言案例（如“Anonymous released radio runs of #MikeBrown murder”）高度一致，均提及匿名组织获取并计划发布警方通讯音频，这类信息在2014年弗格森事件中确有真实来源。其次，推文未使用煽动性、绝对性或紧迫性语言（如“will release ASAP”仅为事实陈述），且无情绪化夸张表述，符合非谣言样本的客观特征。
500336373833170945,#Ferguson police are embarking on what can only be described as an elaborate smear campaign of Michael Brown http://t.co/SaLZExqR1D,1,0,0.9887272119522095,这条推文被判定为非谣言，因为其内容引用了权威新闻来源（http链接），并基于对事实的客观描述（“警察发起抹黑运动”），而非情绪化或夸张的断言。相似样本均为非谣言，且均涉及#Ferguson事件的新闻报道或官方声明，符合该主题下可信信息的语言特征。
500303238810574849,Someone with better eyes than me please #checkthedatestamp on the bottom left photo. Isn't that JUNE? #Ferguson http://t.co/PTNuxY2v5B,1,0,0.9953340888023376,该推文通过询问他人帮助核实照片时间戳，体现了谨慎求证的态度，而非情绪化或绝对化断言。其内容聚焦于具体事实核查（日期标注），缺乏谣言常见的煽动性或恐慌性语言。参考相似样本均为非谣言，进一步佐证该推文属于理性讨论范畴。
499494187969298432,"What are #Ferguson Police hiding about ""drive by"" shooting of black woman recording last night's action? http://t.co/wfuDYm9q27 #OpFerguson",1,0,0.9652326107025146,这条推文被判定为非谣言，因为它使用了疑问句式（“What are #Ferguson Police hiding...”），表达了对事件的质疑和追问，而非直接断言或传播未经证实的具体信息。推文引用了外部链接作为信息来源，且语言虽带有情绪化倾向（如“hiding”），但缺乏典型的谣言特征如绝对性断言、紧迫性煽动或明显夸张。
498272309535191041,200 cops in riot gear in #ferguson because there is a prayer circle and a concerned compassionate community,1,0,0.9981192946434021,这条推文被判定为非谣言，因为其内容客观描述了事发地点的具体警力部署和实际活动（“祈祷圈”和“有同情心的社区”），没有使用情绪化、夸张或绝对性语言。相似样本中多条关于弗格森事件的非谣言推文也以类似方式描述现场情况（如警力部署和社区反应），支持了该推文的事实性表述。此外，推文语气中立，未包含煽动性或紧迫性词汇，符合非谣言特征。
500290456845299714,Here's the police report. Somehow #Ferguson cops valued a box of Swishers at nearly $50. Time to stop smokin I guess http://t.co/8ZkvrHkApc,1,1,0.6485996246337891,该推文通过引用一份“警察报告”来质疑弗格森警方对物品价值的认定，但缺乏官方核实或独立证据支持其指控。与相似谣言样本（如警察错误指控并高额索赔）在主题和煽动性表述上高度一致，均利用情绪化语言（如“Time to stop smokin I guess”）暗示警方不当行为，符合谣言传播中常见的夸张与误导特征。
500368579875704832,I'm so disgusted. #Ferguson RT @ZandarVTS: This has now devolved into the worst police shooting cover-up attempt in US history.,1,0,0.9869756698608398,"这条推文被判定为非谣言，主要基于以下几点：首先，推文内容虽然带有情绪化表达（""I'm so disgusted""），但核心是对他人推文的转发和评论，并未直接提出未经证实的事实主张。其次，相似样本中与""#Ferguson""相关的非谣言推文（如样本2）多为对事件的客观描述或个人感受，与本条推文的转发评论性质一致。最后，推文中的""cover-up attempt""表述虽具煽动性，但作为对他人观点的引用，缺乏独立断言和绝对性表述，不符合典型谣言的紧迫性和虚构事实特征。"
500360018928353280,Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson,1,0,0.6963721513748169,
500284871541940225,I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson,1,0,0.8051763772964478,
499366666300846081,Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed. http://t.co/bk6jFFM7jj,1,0,0.9936994314193726,
500354853680340993,Boom RT @newsneighbor Why was #Ferguson PD still looking for the suspect 7 hours after Michael Brown had been killed? http://t.co/4TH5aFsge2,1,1,0.8759848475456238,
499431474731683841,#BREAKING One woman shot in drive-by shooting on 1300 Highmont near the QT. Cannot confirm if the victim survived. #ferguson #mikebrown,1,1,0.9803148508071899,
500277526590423041,BREAKING NEWS: NAME OF OFFICER WHO SHOT #MIKEBROWN - OFFICER DAREN WILSON - #Ferguson,1,1,0.9210264086723328,
500280249629036544,Police name the officer who shot #Ferguson teenager #MichaelBrown. Watch: http://t.co/O76WptH1nE  http://t.co/R6bxjsY9CZ,1,1,0.566600501537323,
498294764718915586,White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson http://t.co/48EcUF2Bwa,1,1,0.8258206844329834,
500291116403789824,"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson",1,1,0.9887479543685913,
500328758201815041,Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,1,0,0.9598338603973389,
500289307257868288,The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.,1,1,0.6390573978424072,
500298752469770240,Shoot unarmed kid. Conceal evidence. Impose martial law. Harass reporters. Smear the victim. Worst. Police. Ever. #Ferguson #MikeBrown,1,0,0.8661728501319885,
499571799764770816,People of #Ferguson: Stop #attacking our brave #heroes! -- http://t.co/DfxchWSDBM,0,0,0.9980480670928955,
499672226887897089,RT @freegcf: RT @organizemo: @OpFerguson PLS RT! Jail support info for ppl arrested at #mikebrown rallies. #ferguson http://t.co/GRJvO1dAlp,0,0,0.9866384267807007,
500210207986028544,#wakeup #MarshallLaw #Ferguson - America - how's that land of the free working out? http://t.co/uI9nWUXr8a,0,0,0.9982746839523315,
499381917490237440,Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown http://t.co/gYd5qgJh5M,0,0,0.9949705004692078,
498292628455034882,#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson http://t.co/vI4tDnvT1W,0,0,0.998437225818634,
500306548841660416,This is the sassiest protest sign I have ever seen. I love our black queens! 😭 #Ferguson #MikeBrown http://t.co/C6zk8Fwb0Y,0,0,0.9972656965255737,
500334308867858432,Fyi cigars in #Ferguson cost $38 million.,0,1,0.8289498686790466,
500277481119956992,This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY http://t.co/A5XHpJPq75,0,0,0.9979390501976013,
499530401136668672,UNEASY NIGHT: St. Louis Post Dispatch's reporting on last night's clashes in #Ferguson http://t.co/wHNNo9yo3T http://t.co/OOuZIRkjpL,0,0,0.9784755706787109,
500368204376850432,How many #Ferguson officers are in the KKK? #jw,0,0,0.8017190098762512,
499702206455488513,The #Ferguson police are STILL on the tv LYING about wanting peace and there's military guns and amour trucks here in broad daylight,0,0,0.9957379102706909,
500249081286250496,"Protesters march peacefully alongside state troopers in #Ferguson: http://t.co/qqiQ0XKDRN (Scott Olson, Getty Images) http://t.co/D6DKEK0z5n",0,0,0.9892539978027344,
498274493337702401,: Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer. http://t.co/dCFmzlkFRD”,0,0,0.8481385111808777,
498259432237969408,People are now matching to the #Ferguson Police Dept headquarters. http://t.co/4KEsby2ZPj,0,0,0.9805872440338135,
499701423135678464,"You guess photo of war? Yes, you are right. This is a war between oppressor &amp; oppressed. #Ferguson #MikeBrown http://t.co/74TvAG92CR",0,0,0.9966281056404114,
499691638424608768,RT .@ryanjreilly: A massive SWAT team just showed up to peaceful demonstration in #ferguson https://t.co/VZh6Iu2MmL,0,0,0.995345413684845,
500240534481666049,Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader http://t.co/JpUnwUsN6f http://t.co/Vl504sVOaE,0,0,0.9960379600524902,
498305962726273024,I’m in #Ferguson and the witnesses are telling a chillin story. This young man was truly executed.,0,0,0.6542577743530273,
500364705622671360,Exactly How Often Do Police Shoot Unarmed Black Men? http://t.co/6KXMOhu2EA #Ferguson http://t.co/1Cd6egf2LQ,0,0,0.9957596659660339,
499401831874043905,"Protestor on bull horn: ""Is this the Gaza Strip you bombin'"" #Ferguson http://t.co/rsPzBuPYb1",0,0,0.9967256784439087,
499674159916789760,Police look on as protestors rally in #Ferguson http://t.co/LCzNUCNvKE,0,0,0.9931241869926453,
500364003734867970,"Video footage of my arrest, @AntonioFrench staffers, and Michael Powers Protest and arrests 8-13-14: http://t.co/RLaAUlKyyv #Ferguson",0,0,0.9887335300445557,
499426471300329472,Prayers for #Ferguson.,0,0,0.9970077872276306,
499359735947087872,Anonymous hacking group threatens the #Ferguson police in wake of the murder of Mike Brown --&gt; http://t.co/TqaA59wH9x http://t.co/p8VtikmeyD,0,0,0.9844890832901001,
